file,method,pages,chars,clean_chars,is_blank,tables,timestamp
RBC-2024-sustainability-report.pdf,pdfplumber,152,504821,503434,FALSE,57,2025-10-29 23:50
RBC-2024-sustainability-report.pdf,pdfplumber,152,504821,503434,False,57,2025-10-29 23:59:04
RBC-2024-sustainability-report.pdf,pdfplumber,152,504821,503434,False,57,2025-10-30 00:22:28
RBC-2024-sustainability-report.pdf,pdfplumber,152,504821,503434,False,24,2025-10-30 01:21:41
RBC-2024-sustainability-report.pdf,pdfplumber,152,504821,503434,False,24,2025-11-11 14:44:58
RBC-2024-sustainability-report.pdf,pdfplumber,152,504821,503434,False,24,2025-11-11 14:49:31
